drug	protein	Kd	y
208908	75	10000.0	5.0
208908	76	10000.0	5.0
208908	77	10000.0	5.0
208908	78	10000.0	5.0
208908	79	10000.0	5.0
208908	80	10000.0	5.0
208908	81	7.0	8.14874
208908	82	5500.0	5.25963
208908	83	54.0	7.2668
208908	84	10000.0	5.0
208908	85	10000.0	5.0
208908	86	10000.0	5.0
208908	87	10000.0	5.0
208908	88	10000.0	5.0
208908	89	10000.0	5.0
208908	90	10000.0	5.0
208908	91	10000.0	5.0
208908	92	10000.0	5.0
208908	93	10000.0	5.0
208908	94	10000.0	5.0
208908	95	10000.0	5.0
208908	96	10000.0	5.0
208908	97	10000.0	5.0
208908	98	10000.0	5.0
208908	99	10000.0	5.0
208908	100	10000.0	5.0
208908	101	10000.0	5.0
208908	102	10000.0	5.0
208908	103	10000.0	5.0
208908	104	10000.0	5.0
208908	105	10000.0	5.0
208908	106	10000.0	5.0
208908	107	10000.0	5.0
208908	108	10000.0	5.0
208908	109	10000.0	5.0
208908	110	10000.0	5.0
208908	111	10000.0	5.0
208908	112	10000.0	5.0
208908	113	10000.0	5.0
208908	114	10000.0	5.0
208908	115	10000.0	5.0
208908	116	10000.0	5.0
208908	117	10000.0	5.0
208908	118	10000.0	5.0
208908	119	10000.0	5.0
208908	120	10000.0	5.0
208908	121	10000.0	5.0
208908	122	10000.0	5.0
208908	123	10000.0	5.0
208908	124	4400.0	5.35654
208908	125	10000.0	5.0
208908	126	10000.0	5.0
208908	127	10000.0	5.0
208908	128	10000.0	5.0
208908	129	10000.0	5.0
208908	130	10000.0	5.0
208908	131	10000.0	5.0
208908	132	10000.0	5.0
208908	133	10000.0	5.0
208908	134	10000.0	5.0
208908	135	10000.0	5.0
208908	136	10000.0	5.0
208908	137	10000.0	5.0
208908	138	4400.0	5.35654
208908	139	10000.0	5.0
208908	140	10000.0	5.0
208908	141	10000.0	5.0
208908	142	10000.0	5.0
208908	143	10000.0	5.0
208908	144	10000.0	5.0
208908	145	10000.0	5.0
208908	146	10000.0	5.0
208908	147	10000.0	5.0
208908	148	10000.0	5.0
208908	149	10000.0	5.0
208908	150	10000.0	5.0
208908	151	10000.0	5.0
208908	152	10000.0	5.0
208908	153	10000.0	5.0
208908	154	10000.0	5.0
208908	155	10000.0	5.0
208908	156	10000.0	5.0
208908	157	10000.0	5.0
208908	158	10000.0	5.0
208908	159	10000.0	5.0
208908	160	10000.0	5.0
208908	161	10000.0	5.0
208908	162	10000.0	5.0
208908	163	10000.0	5.0
208908	164	10000.0	5.0
208908	165	10000.0	5.0
208908	166	10000.0	5.0
208908	167	10000.0	5.0
208908	168	10000.0	5.0
208908	169	10000.0	5.0
208908	170	10000.0	5.0
208908	171	10000.0	5.0
208908	172	10000.0	5.0
208908	173	10000.0	5.0
208908	174	10000.0	5.0
208908	175	10000.0	5.0
208908	176	10000.0	5.0
208908	177	10000.0	5.0
208908	178	10000.0	5.0
208908	179	10000.0	5.0
208908	180	10000.0	5.0
208908	181	10000.0	5.0
208908	182	3600.0	5.44369
208908	183	10000.0	5.0
208908	184	10000.0	5.0
208908	185	10000.0	5.0
208908	186	10000.0	5.0
208908	187	10000.0	5.0
208908	188	10000.0	5.0
208908	189	10000.0	5.0
208908	190	3300.0	5.48147
208908	191	10000.0	5.0
208908	192	10000.0	5.0
208908	193	10000.0	5.0
208908	194	10000.0	5.0
208908	195	10000.0	5.0
208908	196	10000.0	5.0
208908	197	10000.0	5.0
208908	198	10000.0	5.0
208908	199	10000.0	5.0
208908	200	10000.0	5.0
208908	201	10000.0	5.0
208908	202	10000.0	5.0
208908	203	10000.0	5.0
208908	204	10000.0	5.0
208908	205	10000.0	5.0
208908	206	10000.0	5.0
208908	207	10000.0	5.0
208908	208	10000.0	5.0
208908	209	10000.0	5.0
208908	210	10000.0	5.0
208908	211	10000.0	5.0
208908	212	10000.0	5.0
208908	213	10000.0	5.0
208908	214	10000.0	5.0
208908	215	10000.0	5.0
208908	216	10000.0	5.0
208908	217	10000.0	5.0
208908	218	10000.0	5.0
208908	219	10000.0	5.0
208908	220	10000.0	5.0
208908	221	10000.0	5.0
208908	222	10000.0	5.0
208908	223	10000.0	5.0
208908	224	10000.0	5.0
208908	225	10000.0	5.0
216239	0	10000.0	5.0
216239	1	7100.0	5.14874
216239	2	2900.0	5.53759
216239	3	10000.0	5.0
216239	4	10000.0	5.0
216239	5	10000.0	5.0
216239	6	10000.0	5.0
216239	7	10000.0	5.0
216239	8	10000.0	5.0
216239	9	10000.0	5.0
216239	10	10000.0	5.0
216239	11	10000.0	5.0
216239	12	10000.0	5.0
216239	13	10000.0	5.0
216239	14	440.0	6.35645
216239	15	210.0	6.67757
216239	16	4500.0	5.34678
216239	17	10000.0	5.0
216239	18	10000.0	5.0
216239	19	10000.0	5.0
216239	20	10000.0	5.0
216239	21	540.0	6.26753
216239	22	10000.0	5.0
216239	23	10000.0	5.0
216239	24	10000.0	5.0
216239	25	10000.0	5.0
216239	26	10000.0	5.0
216239	27	10000.0	5.0
216239	28	10000.0	5.0
216239	29	10000.0	5.0
216239	30	10000.0	5.0
216239	31	10000.0	5.0
216239	32	10000.0	5.0
216239	33	10000.0	5.0
216239	34	10000.0	5.0
216239	35	8700.0	5.06048
216239	36	10000.0	5.0
216239	37	8300.0	5.08092
216239	38	140.0	6.85356
216239	39	310.0	6.5085
216239	40	10000.0	5.0
216239	41	10000.0	5.0
216239	42	130.0	6.88572
216239	43	490.0	6.30972
216239	44	10000.0	5.0
216239	45	10000.0	5.0
216239	46	10000.0	5.0
216239	47	7500.0	5.12493
216239	48	10000.0	5.0
216239	49	10000.0	5.0
216239	50	10000.0	5.0
216239	51	28.0	7.55129
216239	52	10000.0	5.0
216239	53	10000.0	5.0
216239	54	10000.0	5.0
216239	55	10000.0	5.0
216239	56	10000.0	5.0
216239	57	10000.0	5.0
216239	58	10000.0	5.0
216239	59	10000.0	5.0
216239	60	10000.0	5.0
216239	61	10000.0	5.0
216239	62	10000.0	5.0
216239	63	10000.0	5.0
216239	64	10000.0	5.0
216239	65	1.5	8.79588
216239	66	6.6	8.17393
216239	67	10000.0	5.0
216239	68	10000.0	5.0
216239	69	10000.0	5.0
216239	70	10000.0	5.0
216239	71	10000.0	5.0
216239	72	10000.0	5.0
216239	73	2000.0	5.69895
216239	74	1900.0	5.72122
216239	75	3500.0	5.45592
216239	76	5300.0	5.27572
216239	77	2400.0	5.61977
216239	78	3000.0	5.52286
216239	79	1900.0	5.72122
216239	80	10000.0	5.0
216239	81	10000.0	5.0
216239	82	10000.0	5.0
216239	83	10000.0	5.0
216239	84	10000.0	5.0
216239	85	10000.0	5.0
216239	86	10000.0	5.0
216239	87	10000.0	5.0
216239	88	10000.0	5.0
216239	89	10000.0	5.0
216239	90	10000.0	5.0
216239	91	2800.0	5.55283
216239	92	2700.0	5.56862
216239	93	5900.0	5.22914
216239	94	10000.0	5.0
216239	95	31.0	7.50724
216239	96	82.0	7.08566
216239	97	8400.0	5.07572
216239	98	10000.0	5.0
216239	99	10000.0	5.0
216239	100	10000.0	5.0
216239	101	10000.0	5.0
216239	102	8500.0	5.07058
216239	103	1700.0	5.76953
216239	104	4800.0	5.31875
216239	105	10000.0	5.0
216239	106	10000.0	5.0
216239	107	10000.0	5.0
216239	108	10000.0	5.0
216239	109	10000.0	5.0
216239	110	10000.0	5.0
216239	111	10000.0	5.0
216239	112	10000.0	5.0
216239	113	10000.0	5.0
216239	114	10000.0	5.0
216239	115	7300.0	5.13667
216239	116	10000.0	5.0
216239	117	7400.0	5.13076
216239	118	10000.0	5.0
216239	119	430.0	6.36643
216239	120	2700.0	5.56862
216239	121	1600.0	5.79585
216239	122	9600.0	5.01772
216239	123	10000.0	5.0
216239	124	150.0	6.82362
216239	125	10000.0	5.0
216239	126	10000.0	5.0
216239	127	10000.0	5.0
216239	128	10000.0	5.0
216239	129	10000.0	5.0
216239	130	10000.0	5.0
216239	131	10000.0	5.0
216239	132	10000.0	5.0
216239	133	10000.0	5.0
216239	134	10000.0	5.0
216239	135	10000.0	5.0
216239	136	3600.0	5.44369
216239	137	10000.0	5.0
216239	138	10000.0	5.0
216239	139	230.0	6.63808
216239	140	130.0	6.88572
216239	141	10000.0	5.0
216239	142	10000.0	5.0
216239	143	10000.0	5.0
216239	144	10000.0	5.0
216239	145	10000.0	5.0
216239	146	10000.0	5.0
216239	147	10000.0	5.0
216239	148	10000.0	5.0
216239	149	10000.0	5.0
216239	150	10000.0	5.0
216239	151	10000.0	5.0
216239	152	10000.0	5.0
216239	153	10000.0	5.0
216239	154	10000.0	5.0
216239	155	10000.0	5.0
216239	156	10000.0	5.0
216239	157	10000.0	5.0
216239	158	10000.0	5.0
216239	159	62.0	7.20691
216239	160	10000.0	5.0
216239	161	10000.0	5.0
216239	162	10000.0	5.0
216239	163	10000.0	5.0
216239	164	10000.0	5.0
216239	165	10000.0	5.0
216239	166	10000.0	5.0
216239	167	10000.0	5.0
216239	168	10000.0	5.0
216239	169	10000.0	5.0
216239	170	10000.0	5.0
216239	171	4500.0	5.34678
216239	172	10000.0	5.0
216239	173	10000.0	5.0
216239	174	10000.0	5.0
216239	175	10000.0	5.0
216239	176	10000.0	5.0
216239	177	10000.0	5.0
216239	178	10000.0	5.0
216239	179	230.0	6.63808
216239	180	39.0	7.40782
216239	181	10000.0	5.0
216239	182	1300.0	5.88602
216239	183	10000.0	5.0
216239	184	10000.0	5.0
216239	185	10000.0	5.0
216239	186	10000.0	5.0
216239	187	10000.0	5.0
216239	188	10000.0	5.0
216239	189	10000.0	5.0
216239	190	1000.0	5.99996
216239	191	10000.0	5.0
216239	192	10000.0	5.0
216239	193	10000.0	5.0
216239	194	10000.0	5.0
216239	195	10000.0	5.0
216239	196	10000.0	5.0
216239	197	690.0	6.16109
216239	198	2700.0	5.56862
216239	199	10000.0	5.0
216239	200	10000.0	5.0
216239	201	6900.0	5.16114
216239	202	2100.0	5.67776
216239	203	10000.0	5.0
216239	204	7900.0	5.10237
216239	205	10000.0	5.0
216239	206	280.0	6.55269
216239	207	2100.0	5.67776
216239	208	600.0	6.22178
216239	209	3500.0	5.45592
216239	210	10000.0	5.0
216239	211	10000.0	5.0
216239	212	10000.0	5.0
216239	213	10000.0	5.0
216239	214	59.0	7.22841
216239	215	10000.0	5.0
216239	216	10000.0	5.0
216239	217	10000.0	5.0
216239	218	10000.0	5.0
216239	219	10000.0	5.0
216239	220	6.3	8.19382
216239	221	10000.0	5.0
216239	222	370.0	6.43168
216239	223	230.0	6.63808
216239	224	6600.0	5.18045
216239	225	7600.0	5.11918
447077	0	10000.0	5.0
447077	1	2100.0	5.67776
447077	2	0.69	9.10237
447077	3	160.0	6.79561
447077	4	10.0	7.99568
447077	5	9.1	8.03621
447077	6	69.0	7.16052
447077	7	10000.0	5.0
447077	8	10000.0	5.0
447077	9	10000.0	5.0
447077	10	10000.0	5.0
447077	11	10000.0	5.0
447077	12	10000.0	5.0
447077	13	10000.0	5.0
447077	14	10000.0	5.0
447077	15	5100.0	5.29242
447077	16	10000.0	5.0
447077	17	10000.0	5.0
447077	18	4.0	8.38722
447077	19	10000.0	5.0
447077	20	32.0	7.49349
447077	21	5.7	8.23657
447077	22	48.0	7.31785
447077	23	10000.0	5.0
447077	24	10000.0	5.0
447077	25	10000.0	5.0
447077	26	10000.0	5.0
447077	27	10000.0	5.0
447077	28	10000.0	5.0
447077	29	10000.0	5.0
447077	30	10000.0	5.0
447077	31	10000.0	5.0
447077	32	10000.0	5.0
447077	33	10000.0	5.0
447077	34	10000.0	5.0
447077	35	10000.0	5.0
447077	36	10000.0	5.0
447077	37	10000.0	5.0
447077	38	10000.0	5.0
447077	39	10000.0	5.0
447077	40	10000.0	5.0
447077	41	10000.0	5.0
447077	42	10000.0	5.0
447077	43	10000.0	5.0
447077	44	10000.0	5.0
447077	45	10000.0	5.0
447077	46	10000.0	5.0
447077	47	10000.0	5.0
447077	48	10000.0	5.0
447077	49	10000.0	5.0
447077	50	10000.0	5.0
447077	51	0.67	9.11351
447077	52	60.0	7.22113
447077	53	10000.0	5.0
447077	54	10000.0	5.0
447077	55	10000.0	5.0
447077	56	10000.0	5.0
447077	57	10000.0	5.0
447077	58	10000.0	5.0
447077	59	10000.0	5.0
447077	60	10000.0	5.0
447077	61	10000.0	5.0
447077	62	10000.0	5.0
447077	63	10000.0	5.0
447077	64	10000.0	5.0
447077	65	2.4	8.60206
447077	66	12.0	7.91721
447077	67	10000.0	5.0
447077	68	10000.0	5.0
447077	69	10000.0	5.0
447077	70	10000.0	5.0
447077	71	10000.0	5.0
447077	72	10000.0	5.0
447077	73	3.8	8.40894
447077	74	7.6	8.11351
447077	75	14.0	7.85078
447077	76	10000.0	5.0
447077	77	5.9	8.22185
447077	78	4.4	8.34679
447077	79	19.0	7.71897
447077	80	340.0	6.46839
447077	81	10000.0	5.0
447077	82	140.0	6.85356
447077	83	940.0	6.02683
447077	84	10000.0	5.0
447077	85	10000.0	5.0
447077	86	170.0	6.7693
447077	87	10000.0	5.0
447077	88	10000.0	5.0
447077	89	10000.0	5.0
447077	90	680.0	6.16743
447077	91	62.0	7.20691
447077	92	31.0	7.50724
447077	93	48.0	7.31785
447077	94	490.0	6.30972
447077	95	23.0	7.63639
447077	96	10000.0	5.0
447077	97	4.9	8.30103
447077	98	8.2	8.08092
447077	99	26.0	7.58336
447077	100	10000.0	5.0
447077	101	10000.0	5.0
447077	102	3.3	8.46852
447077	103	10000.0	5.0
447077	104	210.0	6.67757
447077	105	10000.0	5.0
447077	106	10000.0	5.0
447077	107	10000.0	5.0
447077	108	10000.0	5.0
447077	109	10000.0	5.0
447077	110	10000.0	5.0
447077	111	10000.0	5.0
447077	112	10000.0	5.0
447077	113	10000.0	5.0
447077	114	100.0	6.99957
447077	115	510.0	6.29234
447077	116	1500.0	5.82388
447077	117	10000.0	5.0
447077	118	10000.0	5.0
447077	119	10000.0	5.0
447077	120	1.1	8.92082
447077	121	990.0	6.00432
447077	122	310.0	6.5085
447077	123	10000.0	5.0
447077	124	1800.0	5.7447
447077	125	390.0	6.40882
447077	126	10000.0	5.0
447077	127	10000.0	5.0
447077	128	9900.0	5.00436
447077	129	740.0	6.13071
447077	130	10000.0	5.0
447077	131	830.0	6.08087
447077	132	1900.0	5.72122
447077	133	330.0	6.48135
447077	134	4100.0	5.38721
447077	135	10000.0	5.0
447077	136	10000.0	5.0
447077	137	1100.0	5.95857
447077	138	10000.0	5.0
447077	139	10000.0	5.0
447077	140	10000.0	5.0
447077	141	410.0	6.38711
447077	142	1100.0	5.95857
447077	143	4400.0	5.35654
447077	144	2500.0	5.60204
447077	145	1500.0	5.82388
447077	146	2600.0	5.58501
447077	147	4100.0	5.38721
447077	148	10000.0	5.0
447077	149	10000.0	5.0
447077	150	8300.0	5.08092
447077	151	110.0	6.95821
447077	152	10000.0	5.0
447077	153	10000.0	5.0
447077	154	10000.0	5.0
447077	155	10000.0	5.0
447077	156	10000.0	5.0
447077	157	10000.0	5.0
447077	158	10000.0	5.0
447077	159	5.6	8.24413
447077	160	10000.0	5.0
447077	161	10000.0	5.0
447077	162	10000.0	5.0
447077	163	10000.0	5.0
447077	164	10000.0	5.0
447077	165	44.0	7.35556
447077	166	10000.0	5.0
447077	167	10000.0	5.0
447077	168	10000.0	5.0
447077	169	10000.0	5.0
447077	170	2100.0	5.67776
447077	171	10000.0	5.0
447077	172	10000.0	5.0
447077	173	10000.0	5.0
447077	174	10000.0	5.0
447077	175	10000.0	5.0
447077	176	10000.0	5.0
447077	177	10000.0	5.0
447077	178	5000.0	5.30102
447077	179	23.0	7.63639
447077	180	10000.0	5.0
447077	181	3500.0	5.45592
447077	182	16.0	7.79317
447077	183	10000.0	5.0
447077	184	10000.0	5.0
447077	185	10000.0	5.0
447077	186	10000.0	5.0
447077	187	10000.0	5.0
447077	188	10000.0	5.0
447077	189	10000.0	5.0
447077	190	3700.0	5.43179
447077	191	10000.0	5.0
447077	192	0.71	9.09151
447077	193	10000.0	5.0
447077	194	10000.0	5.0
447077	195	10000.0	5.0
447077	196	410.0	6.38711
447077	197	10000.0	5.0
447077	198	390.0	6.40882
447077	199	10000.0	5.0
447077	200	1500.0	5.82388
447077	201	270.0	6.56848
447077	202	280.0	6.55269
447077	203	10000.0	5.0
447077	204	430.0	6.36643
447077	205	27.0	7.56703
447077	206	47.0	7.32698
447077	207	10000.0	5.0
447077	208	6300.0	5.20065
447077	209	10000.0	5.0
447077	210	10000.0	5.0
447077	211	10000.0	5.0
447077	212	10000.0	5.0
447077	213	10000.0	5.0
447077	214	690.0	6.16109
447077	215	10000.0	5.0
447077	216	71.0	7.14813
447077	217	57.0	7.24336
447077	218	2500.0	5.60204
447077	219	2700.0	5.56862
447077	220	300.0	6.52273
447077	221	10000.0	5.0
447077	222	67.0	7.17328
447077	223	97.0	7.01278
447077	224	10000.0	5.0
447077	225	10000.0	5.0
644241	0	10000.0	5.0
644241	1	10000.0	5.0
644241	2	26.0	7.58336
644241	3	10000.0	5.0
644241	4	10000.0	5.0
644241	5	10000.0	5.0
644241	6	10000.0	5.0
644241	7	10000.0	5.0
644241	8	10000.0	5.0
644241	9	10000.0	5.0
644241	10	10000.0	5.0
644241	11	10000.0	5.0
644241	12	10000.0	5.0
644241	13	10000.0	5.0
644241	14	10000.0	5.0
644241	15	10000.0	5.0
644241	16	10000.0	5.0
644241	17	10000.0	5.0
644241	18	10000.0	5.0
644241	19	10000.0	5.0
644241	20	10000.0	5.0
644241	21	1700.0	5.76953
644241	22	10000.0	5.0
644241	23	10000.0	5.0
644241	24	10000.0	5.0
644241	25	10000.0	5.0
644241	26	10000.0	5.0
644241	27	10000.0	5.0
644241	28	10000.0	5.0
644241	29	10000.0	5.0
644241	30	10000.0	5.0
644241	31	10000.0	5.0
644241	32	10000.0	5.0
644241	33	10000.0	5.0
644241	34	10000.0	5.0
644241	35	10000.0	5.0
644241	36	10000.0	5.0
644241	37	10000.0	5.0
644241	38	10000.0	5.0
644241	39	10000.0	5.0
644241	40	10000.0	5.0
644241	41	10000.0	5.0
644241	42	10000.0	5.0
644241	43	10000.0	5.0
644241	44	10000.0	5.0
644241	45	10000.0	5.0
644241	46	10000.0	5.0
644241	47	2100.0	5.67776
644241	48	10000.0	5.0
644241	49	10000.0	5.0
644241	50	7100.0	5.14874
644241	51	45.0	7.34582
644241	52	2400.0	5.61977
644241	53	10000.0	5.0
644241	54	10000.0	5.0
644241	55	10000.0	5.0
644241	56	10000.0	5.0
644241	57	10000.0	5.0
644241	58	10000.0	5.0
644241	59	10000.0	5.0
644241	60	10000.0	5.0
644241	61	10000.0	5.0
644241	62	10000.0	5.0
644241	63	10000.0	5.0
644241	64	10000.0	5.0
644241	65	1.1	8.92082
644241	66	33.0	7.48017
644241	67	10000.0	5.0
644241	68	10000.0	5.0
644241	69	10000.0	5.0
644241	70	10000.0	5.0
644241	71	10000.0	5.0
644241	72	10000.0	5.0
644241	73	230.0	6.63808
644241	74	110.0	6.95821
644241	75	1900.0	5.72122
644241	76	10000.0	5.0
644241	77	37.0	7.43063
644241	78	1300.0	5.88602
644241	79	640.0	6.19375
644241	80	1000.0	5.99996
644241	81	10000.0	5.0
644241	82	10000.0	5.0
644241	83	10000.0	5.0
644241	84	10000.0	5.0
644241	85	10000.0	5.0
644241	86	10000.0	5.0
644241	87	10000.0	5.0
644241	88	10000.0	5.0
644241	89	10000.0	5.0
644241	90	10000.0	5.0
644241	91	10000.0	5.0
644241	92	10000.0	5.0
644241	93	10000.0	5.0
644241	94	10000.0	5.0
644241	95	10000.0	5.0
644241	96	10000.0	5.0
644241	97	1600.0	5.79585
644241	98	10000.0	5.0
644241	99	10000.0	5.0
644241	100	10000.0	5.0
644241	101	10000.0	5.0
644241	102	390.0	6.40882
644241	103	10000.0	5.0
644241	104	890.0	6.05056
644241	105	10000.0	5.0
644241	106	10000.0	5.0
644241	107	10000.0	5.0
644241	108	10000.0	5.0
644241	109	10000.0	5.0
644241	110	10000.0	5.0
644241	111	10000.0	5.0
644241	112	10000.0	5.0
644241	113	10000.0	5.0
644241	114	10000.0	5.0
644241	115	10000.0	5.0
644241	116	450.0	6.34669
644241	117	5800.0	5.23656
644241	118	2000.0	5.69895
644241	119	770.0	6.11345
644241	120	47.0	7.32698
644241	121	10000.0	5.0
644241	122	10000.0	5.0
644241	123	10000.0	5.0
644241	124	6800.0	5.16748
644241	125	10000.0	5.0
644241	126	10000.0	5.0
644241	127	10000.0	5.0
644241	128	10000.0	5.0
644241	129	10000.0	5.0
644241	130	10000.0	5.0
644241	131	10000.0	5.0
644241	132	10000.0	5.0
644241	133	10000.0	5.0
644241	134	10000.0	5.0
644241	135	10000.0	5.0
644241	136	10000.0	5.0
644241	137	10000.0	5.0
644241	138	10000.0	5.0
644241	139	10000.0	5.0
644241	140	10000.0	5.0
644241	141	10000.0	5.0
644241	142	910.0	6.04091
644241	143	10000.0	5.0
644241	144	10000.0	5.0
644241	145	10000.0	5.0
644241	146	10000.0	5.0
644241	147	10000.0	5.0
644241	148	10000.0	5.0
644241	149	10000.0	5.0
644241	150	10000.0	5.0
644241	151	10000.0	5.0
644241	152	10000.0	5.0
644241	153	10000.0	5.0
644241	154	10000.0	5.0
644241	155	10000.0	5.0
644241	156	10000.0	5.0
644241	157	10000.0	5.0
644241	158	10000.0	5.0
644241	159	180.0	6.74449
644241	160	10000.0	5.0
644241	161	10000.0	5.0
644241	162	10000.0	5.0
644241	163	10000.0	5.0
644241	164	10000.0	5.0
644241	165	10000.0	5.0
644241	166	10000.0	5.0
644241	167	10000.0	5.0
644241	168	10000.0	5.0
644241	169	10000.0	5.0
644241	170	10000.0	5.0
644241	171	10000.0	5.0
644241	172	10000.0	5.0
644241	173	10000.0	5.0
644241	174	10000.0	5.0
644241	175	10000.0	5.0
644241	176	10000.0	5.0
644241	177	10000.0	5.0
644241	178	10000.0	5.0
644241	179	3900.0	5.40892
644241	180	10000.0	5.0
644241	181	10000.0	5.0
644241	182	10000.0	5.0
644241	183	10000.0	5.0
644241	184	10000.0	5.0
644241	185	10000.0	5.0
644241	186	10000.0	5.0
644241	187	10000.0	5.0
644241	188	10000.0	5.0
644241	189	10000.0	5.0
644241	190	10000.0	5.0
644241	191	10000.0	5.0
644241	192	1900.0	5.72122
644241	193	10000.0	5.0
644241	194	10000.0	5.0
644241	195	10000.0	5.0
644241	196	10000.0	5.0
644241	197	10000.0	5.0
644241	198	1700.0	5.76953
644241	199	10000.0	5.0
644241	200	10000.0	5.0
644241	201	10000.0	5.0
644241	202	1000.0	5.99996
644241	203	10000.0	5.0
644241	204	10000.0	5.0
644241	205	10000.0	5.0
644241	206	360.0	6.44358
644241	207	490.0	6.30972
644241	208	600.0	6.22178
644241	209	10000.0	5.0
644241	210	10000.0	5.0
644241	211	10000.0	5.0
644241	212	10000.0	5.0
644241	213	10000.0	5.0
644241	214	10000.0	5.0
644241	215	10000.0	5.0
644241	216	10000.0	5.0
644241	217	10000.0	5.0
644241	218	10000.0	5.0
644241	219	10000.0	5.0
644241	220	11.0	7.95468
644241	221	10000.0	5.0
644241	222	460.0	6.33715
644241	223	36.0	7.44249
644241	224	10000.0	5.0
644241	225	10000.0	5.0
3025986	0	10000.0	5.0
3025986	1	10000.0	5.0
3025986	2	10000.0	5.0
3025986	3	10000.0	5.0
3025986	4	10000.0	5.0
3025986	5	10000.0	5.0
3025986	6	10000.0	5.0
3025986	7	10000.0	5.0
3025986	8	10000.0	5.0
3025986	9	10000.0	5.0
3025986	10	8200.0	5.08618
3025986	11	10000.0	5.0
3025986	12	10000.0	5.0
3025986	13	7400.0	5.13076
3025986	14	10000.0	5.0
3025986	15	5000.0	5.30102
3025986	16	10000.0	5.0
3025986	17	10000.0	5.0
3025986	18	10000.0	5.0
3025986	19	10000.0	5.0
3025986	20	10000.0	5.0
3025986	21	1600.0	5.79585
3025986	22	10000.0	5.0
3025986	23	10000.0	5.0
3025986	24	10000.0	5.0
3025986	25	10000.0	5.0
3025986	26	10000.0	5.0
3025986	27	10000.0	5.0
3025986	28	10000.0	5.0
3025986	29	10000.0	5.0
3025986	30	10000.0	5.0
3025986	31	10000.0	5.0
3025986	32	10000.0	5.0
3025986	33	400.0	6.39783
3025986	34	23.0	7.63639
3025986	35	69.0	7.16052
3025986	36	69.0	7.16052
3025986	37	740.0	6.13071
3025986	38	31.0	7.50724
3025986	39	1200.0	5.92078
3025986	40	76.0	7.11862
3025986	41	10000.0	5.0
3025986	42	41.0	7.38616
3025986	43	1400.0	5.85384
3025986	44	1.7	8.74473
3025986	45	10000.0	5.0
3025986	46	10000.0	5.0
3025986	47	410.0	6.38711
3025986	48	1100.0	5.95857
3025986	49	10000.0	5.0
3025986	50	800.0	6.09686
3025986	51	10000.0	5.0
3025986	52	10000.0	5.0
3025986	53	1000.0	5.99996
3025986	54	1800.0	5.7447
3025986	55	950.0	6.02223
3025986	56	10000.0	5.0
3025986	57	10000.0	5.0
3025986	58	10000.0	5.0
3025986	59	10000.0	5.0
3025986	60	10000.0	5.0
3025986	61	10000.0	5.0
3025986	62	10000.0	5.0
3025986	63	10000.0	5.0
3025986	64	1600.0	5.79585
3025986	65	10000.0	5.0
3025986	66	10000.0	5.0
3025986	67	10000.0	5.0
3025986	68	10000.0	5.0
3025986	69	10000.0	5.0
3025986	70	340.0	6.46839
3025986	71	1700.0	5.76953
3025986	72	10000.0	5.0
3025986	73	10000.0	5.0
3025986	74	10000.0	5.0
3025986	75	10000.0	5.0
3025986	76	10000.0	5.0
3025986	77	10000.0	5.0
3025986	78	10000.0	5.0
3025986	79	10000.0	5.0
3025986	80	10000.0	5.0
3025986	81	10000.0	5.0
3025986	82	10000.0	5.0
3025986	83	10000.0	5.0
3025986	84	10000.0	5.0
3025986	85	10000.0	5.0
3025986	86	500.0	6.30094
3025986	87	650.0	6.18702
3025986	88	10000.0	5.0
3025986	89	10000.0	5.0
3025986	90	10000.0	5.0
3025986	91	10000.0	5.0
3025986	92	10000.0	5.0
3025986	93	10000.0	5.0
3025986	94	10000.0	5.0
3025986	95	9900.0	5.00436
3025986	96	10000.0	5.0
3025986	97	10000.0	5.0
3025986	98	1800.0	5.7447
3025986	99	10000.0	5.0
3025986	100	10000.0	5.0
3025986	101	37.0	7.43063
3025986	102	10000.0	5.0
3025986	103	1500.0	5.82388
3025986	104	10000.0	5.0
3025986	105	10000.0	5.0
3025986	106	10000.0	5.0
3025986	107	10000.0	5.0
3025986	108	10000.0	5.0
3025986	109	10000.0	5.0
3025986	110	2900.0	5.53759
3025986	111	10000.0	5.0
3025986	112	10000.0	5.0
3025986	113	10000.0	5.0
3025986	114	10000.0	5.0
3025986	115	10000.0	5.0
3025986	116	10000.0	5.0
3025986	117	10000.0	5.0
3025986	118	5900.0	5.22914
3025986	119	10000.0	5.0
3025986	120	10000.0	5.0
3025986	121	10000.0	5.0
3025986	122	10000.0	5.0
3025986	123	10000.0	5.0
3025986	124	10000.0	5.0
3025986	125	10000.0	5.0
3025986	126	10000.0	5.0
3025986	127	10000.0	5.0
3025986	128	10000.0	5.0
3025986	129	10000.0	5.0
3025986	130	10000.0	5.0
3025986	131	10000.0	5.0
3025986	132	10000.0	5.0
3025986	133	10000.0	5.0
3025986	134	10000.0	5.0
3025986	135	5600.0	5.2518
3025986	136	10000.0	5.0
3025986	137	10000.0	5.0
3025986	138	10000.0	5.0
3025986	139	3800.0	5.4202
3025986	140	4300.0	5.36652
3025986	141	10000.0	5.0
3025986	142	10000.0	5.0
3025986	143	10000.0	5.0
3025986	144	10000.0	5.0
3025986	145	10000.0	5.0
3025986	146	10000.0	5.0
3025986	147	10000.0	5.0
3025986	148	2400.0	5.61977
3025986	149	10000.0	5.0
3025986	150	10000.0	5.0
3025986	151	10000.0	5.0
